date,exposure_suggested,spy_ret_1d,overlay_ret_1d,overlay_equity
2023-07-03,0.7620822325,0.0011499428,0.0008841312,1.1663469017
2023-07-05,0.7628368780,-0.0014876731,-0.0011337292,1.1650245801
2023-07-06,0.7609629978,-0.0078328921,-0.0059752190,1.1580633031
2023-07-07,0.7616089536,-0.0025213782,-0.0019186755,1.1558413555
2023-07-10,0.7606489328,0.0025277516,0.0019251582,1.1580665330
2023-07-11,0.7655852993,0.0063721256,0.0048469506,1.1636796242
2023-07-12,0.7690029680,0.0080436955,0.0061581350,1.1708457205
2023-07-13,0.7756911428,0.0079404968,0.0061062656,1.1779952154
2023-07-14,0.7682578064,-0.0006238601,-0.0004839228,1.1774251567
2023-07-17,0.7711241914,0.0034698253,0.0026657204,1.1805638429
2023-07-18,0.7751611570,0.0074310364,0.0057302520,1.1873287711
2023-07-19,0.7743199713,0.0022266144,0.0017259850,1.1893780827
2023-07-20,0.7704360460,-0.0066402675,-0.0051416917,1.1832626673
2023-07-21,0.7725578067,0.0000000000,0.0000000000,1.1832626673
2023-07-24,0.7761777706,0.0044707736,0.0034539310,1.1873495749
2023-07-25,0.7749241910,0.0027291186,0.0021182812,1.1898647152
2023-07-26,0.7822536743,0.0001573232,0.0001219135,1.1900097758
2023-07-27,0.7828085304,-0.0066334992,-0.0051890791,1.1838347210
2023-07-28,0.7763537980,0.0097882198,0.0076623019,1.1929056200
2023-07-31,0.7731479346,0.0019086492,0.0014817870,1.1946732521
2023-08-01,0.7753486757,-0.0028619916,-0.0022127429,1.1920297474
2023-08-02,0.7737330433,-0.0139115304,-0.0107862867,1.1791721728
2023-08-03,0.7751717490,-0.0028674927,-0.0022186739,1.1765559743
2023-08-04,0.7751941194,-0.0045222761,-0.0035055407,1.1724315094
2023-08-07,0.7680438515,0.0087305533,0.0067678736,1.1803663776
2023-08-08,0.7658029726,-0.0043513413,-0.0033420209,1.1764215685
2023-08-09,0.7657751820,-0.0066855532,-0.0051198165,1.1703985060
2023-08-10,0.7648696447,0.0003605242,0.0002760805,1.1707216302
2023-08-11,0.7681659272,-0.0005830583,-0.0004459636,1.1701995310
2023-08-14,0.7723188108,0.0055193165,0.0042397508,1.1751608854
2023-08-15,0.7650766542,-0.0116450388,-0.0089936825,1.1645918616
2023-08-16,0.7662584088,-0.0073402129,-0.0056158255,1.1580517169
2023-08-17,0.7545459385,-0.0076226575,-0.0058409254,1.1512876232
2023-08-18,0.7468736878,0.0004856476,0.0003664434,1.1517095050
2023-08-21,0.7521983757,0.0065026428,0.0048566528,1.1573029582
2023-08-22,0.7507634589,-0.0027072679,-0.0020364025,1.1549462235
2023-08-23,0.7641696667,0.0111341353,0.0083591019,1.1646005367
2023-08-24,0.7602612139,-0.0138579868,-0.0105898532,1.1522675880
2023-08-25,0.7581094862,0.0070521366,0.0053614659,1.1584454314
2023-08-28,0.7567348470,0.0063397010,0.0048061874,1.1640131373
2023-08-29,0.7655190831,0.0144559317,0.0109393073,1.1767466346
2023-08-30,0.7703012556,0.0041202437,0.0031541251,1.1804582408
2023-08-31,0.7597724235,-0.0014638564,-0.0011276104,1.1791271438
2023-09-01,0.7504114649,0.0018614821,0.0014143028,1.1807947866
2023-09-05,0.7479048231,-0.0043172388,-0.0032397055,1.1769693593
2023-09-06,0.7441091380,-0.0067260896,-0.0050304748,1.1710486445
2023-09-07,0.7429767325,-0.0030669640,-0.0022821559,1.1683761289
2023-09-08,0.7392658740,0.0015071365,0.0011197673,1.1696844383
2023-09-11,0.7429913745,0.0065731734,0.0048593228,1.1753683126
2023-09-12,0.7342036940,-0.0054871438,-0.0040769005,1.1705764529
2023-09-13,0.7325873308,0.0011659104,0.0008560157,1.1715784848
2023-09-14,0.7328326624,0.0086264010,0.0063195921,1.1789823828
2023-09-15,0.7153889349,-0.0120482202,-0.0088293293,1.1685727592
2023-09-18,0.7152727394,0.0005889376,0.0004213195,1.1690651017
2023-09-19,0.7168073181,-0.0020784619,-0.0014866672,1.1673270910
2023-09-20,0.7163124612,-0.0091905454,-0.0065878502,1.1596369149
2023-09-21,0.7029911358,-0.0165285413,-0.0118396001,1.1459072776
2023-09-22,0.7080822608,-0.0022485672,-0.0015807228,1.1440959159
2023-09-25,0.7094065244,0.0042063107,0.0029784140,1.1475035071
2023-09-26,0.6940231049,-0.0146969983,-0.0104261465,1.1355394675
2023-09-27,0.6951378349,0.0004047594,0.0002809124,1.1358584546
2023-09-28,0.7002462562,0.0057960120,0.0040290272,1.1404348592
2023-09-29,0.6925172787,-0.0024254859,-0.0016984374,1.1384979019
2023-10-02,0.6900249249,-0.0004008561,-0.0002775998,1.1381818551
2023-10-03,0.6824233974,-0.0133863248,-0.0092368978,1.1276685857
2023-10-04,0.6925730974,0.0072823696,0.0049696594,1.1332727145
2023-10-05,0.6936778450,-0.0003746965,-0.0002595047,1.1329786249
2023-10-06,0.6997907067,0.0118722383,0.0082355087,1.1423092802
2023-10-09,0.6999233635,0.0063995707,0.0044783601,1.1474249525
2023-10-10,0.6984112199,0.0052074362,0.0036448063,1.1516070942
2023-10-11,0.6940186963,0.0040960134,0.0028607017,1.1549014985
2023-10-12,0.6904434119,-0.0060990862,-0.0042328798,1.1500129393
2023-10-13,0.6870332765,-0.0049793019,-0.0034379262,1.1460592796
2023-10-16,0.6878094419,0.0105213891,0.0072285444,1.1543436200
2023-10-17,0.6852387825,-0.0000467843,-0.0000321787,1.1543064748
2023-10-18,0.6818945737,-0.0133247870,-0.0091306608,1.1437668939
2023-10-19,0.6743726944,-0.0087842419,-0.0059899269,1.1369158138
2023-10-20,0.6586653127,-0.0122897197,-0.0082878514,1.1274932244
2023-10-23,0.6545801310,-0.0017315074,-0.0011404838,1.1262073366
2023-10-24,0.6623785732,0.0075348115,0.0049321379,1.1317619465
2023-10-25,0.6540931738,-0.0143477654,-0.0095036524,1.1210060744
2023-10-26,0.6406511673,-0.0119745852,-0.0078324944,1.1122258006
2023-10-27,0.6376431119,-0.0045343849,-0.0029049590,1.1089948303
2023-10-30,0.6473610204,0.0119588407,0.0076254724,1.1174514398
2023-10-31,0.6611012000,0.0062781326,0.0040642183,1.1219930064
2023-11-01,0.6664882449,0.0106633106,0.0070495274,1.1299025268
2023-11-02,0.6857031788,0.0191685812,0.0127756340,1.1443377480
2023-11-03,0.6848191033,0.0091210673,0.0062543448,1.1514948309
2023-11-06,0.6918937643,0.0022995464,0.0015747733,1.1533081742
2023-11-07,0.7004118087,0.0028467685,0.0019696614,1.1555798008
2023-11-08,0.7025688486,0.0007306819,0.0005117782,1.1561712013
2023-11-09,0.6993589994,-0.0077983577,-0.0054788832,1.1498366743
2023-11-10,0.7043750120,0.0156064485,0.0109145102,1.1623865785
2023-11-13,0.7118421953,-0.0009560738,-0.0006734345,1.1616037872
2023-11-14,0.7334775525,0.0194016155,0.0138108886,1.1776465677
2023-11-15,0.7388911129,0.0021162217,0.0015522011,1.1794745120
2023-11-16,0.7362911615,0.0012248620,0.0009050396,1.1805419832
2023-11-17,0.7302489109,0.0012437529,0.0009157643,1.1816230814
2023-11-20,0.7335906033,0.0077021416,0.0056244805,1.1882690974
2023-11-21,0.7245619862,-0.0021802636,-0.0015994209,1.1863685550
2023-11-22,0.7368823002,0.0038547396,0.0027929977,1.1896820797
2023-11-24,0.7293999095,0.0006164523,0.0004542528,1.1902224961
2023-11-27,0.7210096810,-0.0017989318,-0.0013121407,1.1886607567
2023-11-28,0.7103285063,0.0009919811,0.0007152280,1.1895109202
2023-11-29,0.7098608328,-0.0007040122,-0.0005000799,1.1889160696
2023-11-30,0.7149889388,0.0039353737,0.0027935677,1.1922373871
2023-12-01,0.7202236760,0.0059156787,0.0042296448,1.1972801278
2023-12-04,0.7247642261,-0.0052499211,-0.0037811175,1.1927530710
2023-12-05,0.7310185459,-0.0001965431,-0.0001424474,1.1925831664
2023-12-06,0.7300858168,-0.0040299251,-0.0029459500,1.1890698760
2023-12-07,0.7343881481,0.0076326632,0.0055724992,1.1956959669
2023-12-08,0.7323227570,0.0042982749,0.0031566021,1.1994703034
2023-12-11,0.7350925698,0.0038875751,0.0028469597,1.2028851470
2023-12-12,0.7395756949,0.0045679844,0.0033578914,1.2069243046
2023-12-13,0.7393294400,0.0137910876,0.0101995532,1.2192343932
2023-12-14,0.7524494038,0.0032084704,0.0023721166,1.2221265594
2023-12-15,0.7513050157,-0.0016466454,-0.0012390174,1.2206123233
2023-12-18,0.7540529300,0.0056255777,0.0042265247,1.2257712715
2023-12-19,0.7609637297,0.0060805517,0.0045850578,1.2313915036
2023-12-20,0.7633637681,-0.0138547476,-0.0105429604,1.2184089917
2023-12-21,0.7703778429,0.0094826932,0.0072387444,1.2272287430
2023-12-22,0.7706924581,0.0020072381,0.0015463318,1.2291264457
2023-12-26,0.7800634758,0.0042230563,0.0032546776,1.2331268561
2023-12-27,0.7802174965,0.0018047110,0.0014077892,1.2348628387
2023-12-28,0.7769169652,0.0003816110,0.0002977396,1.2352305063
2023-12-29,0.7758429175,-0.0028961540,-0.0022500712,1.2324511497
2024-01-02,0.7745177315,-0.0055954040,-0.0043411546,1.2271008888
2024-01-03,0.7781599428,-0.0081673709,-0.0063257736,1.2193385264
2024-01-04,0.7703952938,-0.0032201722,-0.0025058090,1.2162830969
2024-01-05,0.7717608348,0.0013696248,0.0010551525,1.2175664610
2024-01-08,0.7723025244,0.0142745490,0.0110165378,1.2309798280
2024-01-09,0.7703248987,-0.0015176001,-0.0011720464,1.2295370625
2024-01-10,0.7717618875,0.0056551677,0.0043563165,1.2348933151
2024-01-11,0.7702770511,-0.0004391257,-0.0003389005,1.2344748092
2024-01-12,0.7757266741,0.0006930997,0.0005338788,1.2351338691
2024-01-16,0.7795931959,-0.0036740809,-0.0028500826,1.2316136356
2024-01-17,0.7707610845,-0.0055571123,-0.0043322869,1.2262779320
2024-01-18,0.7760680697,0.0088920245,0.0068536264,1.2346823828
2024-01-19,0.7880149479,0.0124657549,0.0096742743,1.2466270389
2024-01-22,0.7943000091,0.0021162706,0.0016676529,1.2487059801
2024-01-23,0.7992199800,0.0029165975,0.0023166534,1.2515987991
2024-01-24,0.8029693622,0.0010915910,0.0008724213,1.2526907206
2024-01-25,0.8007429994,0.0054373532,0.0043660281,1.2581600034
2024-01-26,0.8079542428,-0.0012697646,-0.0010167551,1.2568807628
2024-01-29,0.8174556496,0.0079221499,0.0064007346,1.2649257230
2024-01-30,0.8194896224,-0.0007733744,-0.0006321993,1.2641260379
2024-01-31,0.8033232989,-0.0163196550,-0.0133737879,1.2472198844
2024-02-01,0.8072760799,0.0130918195,0.0105169636,1.2603368505
2024-02-02,0.8044198629,0.0105262502,0.0084975900,1.2710466763
2024-02-05,0.7901648183,-0.0036413927,-0.0029292086,1.2673235155
2024-02-06,0.7862772278,0.0029018985,0.0022929781,1.2702294605
2024-02-07,0.7909056264,0.0083391258,0.0065568647,1.2785581833
2024-02-08,0.7896007289,0.0004425708,0.0003500318,1.2790057193
2024-02-09,0.7918506502,0.0057794159,0.0045634310,1.2848423736
2024-02-12,0.7952594381,-0.0004378062,-0.0003466771,1.2843969482
2024-02-13,0.7782197627,-0.0137726020,-0.0109527917,1.2703292159
2024-02-14,0.7842334623,0.0090878997,0.0070723832,1.2793134709
2024-02-15,0.7739441834,0.0068992076,0.0054105895,1.2862353108
2024-02-16,0.7720136335,-0.0049800978,-0.0038543177,1.2812777513
2024-02-20,0.7703583826,-0.0055073560,-0.0042517539,1.2758300735
2024-02-21,0.7705701723,0.0009079792,0.0006994694,1.2767224776
2024-02-22,0.7767041551,0.0206949955,0.0159469463,1.2970823023
2024-02-23,0.7783492373,0.0006905925,0.0005363861,1.2977780392
2024-02-26,0.7753926791,-0.0036626153,-0.0028507938,1.2940783416
2024-02-27,0.7753850779,0.0018571127,0.0014399916,1.2959418036
2024-02-28,0.7776058514,-0.0013226188,-0.0010255389,1.2946127649
2024-02-29,0.7787742156,0.0035958664,0.0027961667,1.2982327180
2024-03-01,0.7783395796,0.0093893334,0.0073121708,1.3077256174
2024-03-04,0.7787636360,-0.0010736117,-0.0008356345,1.3066328367
2024-03-05,0.7726780001,-0.0099941304,-0.0077830654,1.2964632279
2024-03-06,0.7779892324,0.0050655375,0.0039140294,1.3015376231
2024-03-07,0.7832768091,0.0099285551,0.0077243089,1.3115911018
2024-03-08,0.7840171037,-0.0060027587,-0.0047018217,1.3054242344
2024-03-11,0.7781331799,-0.0008615812,-0.0006754944,1.3045424276
2024-03-12,0.7819929926,0.0107571961,0.0083705312,1.3154621407
2024-03-13,0.7785957455,-0.0015627918,-0.0012220922,1.3138545247
2024-03-14,0.7722255891,-0.0019786970,-0.0015406051,1.3118303937
2024-03-15,0.7611037643,-0.0068671645,-0.0053030001,1.3048737570
2024-03-18,0.7655016599,0.0059433003,0.0045234682,1.3107763120
2024-03-19,0.7679340633,0.0055586711,0.0042551720,1.3163538906
2024-03-20,0.7667643847,0.0092453130,0.0070997908,1.3256997278
2024-03-21,0.7649088791,0.0033077856,0.0025362922,1.3290620896
2024-03-22,0.7751699802,-0.0018966758,-0.0014507841,1.3271339074
2024-03-25,0.7678802190,-0.0027610408,-0.0021402759,1.3242934747
2024-03-26,0.7649974374,-0.0018490375,-0.0014198393,1.3224131908
2024-03-27,0.7678733905,0.0084034270,0.0064286001,1.3309144563
2024-03-28,0.7662509559,-0.0001897034,-0.0001456682,1.3307205845
2024-04-01,0.7665246686,-0.0017405682,-0.0013337121,1.3289457864
2024-04-02,0.7669156267,-0.0063576539,-0.0048732986,1.3224694368
2024-04-03,0.7711541810,0.0010989204,0.0008427792,1.3235839866
2024-04-04,0.7665830734,-0.0122074387,-0.0094138174,1.3111240086
2024-04-05,0.7761837928,0.0104456371,0.0080074486,1.3216227667
2024-04-08,0.7778532831,0.0005606399,0.0004351596,1.3221978836
2024-04-09,0.7682533004,0.0011577464,0.0009005568,1.3233885979
2024-04-10,0.7631859887,-0.0100137482,-0.0076930951,1.3132076435
2024-04-11,0.7671633336,0.0075483591,0.0057608019,1.3207727727
2024-04-12,0.7590266829,-0.0138047125,-0.0105904693,1.3067851692
2024-04-15,0.7514974479,-0.0125269859,-0.0095083165,1.2943598422
2024-04-16,0.7507523163,-0.0018228832,-0.0013698921,1.2925867089
2024-04-17,0.7519274984,-0.0059190996,-0.0044437777,1.2868427409
2024-04-18,0.7463056586,-0.0020576173,-0.0015471791,1.2848517648
2024-04-19,0.7349660288,-0.0087279318,-0.0065137049,1.2764826195
2024-04-22,0.7404928675,0.0092076926,0.0067673412,1.2851210130
2024-04-23,0.7464735934,0.0118656536,0.0087864319,1.2964126413
2024-04-24,0.7449033718,-0.0004726655,-0.0003528323,1.2959552250
2024-04-25,0.7378705374,-0.0037991424,-0.0028299940,1.2922876795
2024-04-26,0.7468736199,0.0094737350,0.0069903900,1.3013212743
2024-04-29,0.7451064289,0.0035407293,0.0026444773,1.3047625889
2024-04-30,0.7363560305,-0.0158423194,-0.0118042140,1.2893608921
2024-05-01,0.7415595042,-0.0032460982,-0.0023902840,1.2862789534
2024-05-02,0.7390158665,0.0093530582,0.0069358492,1.2952003902
2024-05-03,0.7374212080,0.0123966279,0.0091613047,1.3070661157
2024-05-06,0.7488177264,0.0103255121,0.0076142516,1.3170184460
2024-05-07,0.7487976315,0.0011037506,0.0008265080,1.3181069723
2024-05-08,0.7438654092,0.0000959576,0.0000718529,1.3182016820
2024-05-09,0.7447191952,0.0057608221,0.0042852763,1.3238505404
2024-05-10,0.7440274348,0.0012888580,0.0009598373,1.3251212215
2024-05-13,0.7408146744,0.0001361087,0.0001012686,1.3252554147
2024-05-14,0.7480842443,0.0045862374,0.0033975520,1.3297580388
2024-05-15,0.7463290678,0.0123837871,0.0092641160,1.3420770716
2024-05-16,0.7387104252,-0.0020568776,-0.0015351076,1.3400168389
2024-05-17,0.7426842727,0.0014385678,0.0010626850,1.3414408547
2024-05-20,0.7446883897,0.0011514964,0.0008551982,1.3425880526
2024-05-21,0.7472143851,0.0024512801,0.0018254398,1.3450388663
2024-05-22,0.7339058221,-0.0028798341,-0.0021518535,1.3421445397
2024-05-23,0.7282518535,-0.0073035254,-0.0053600998,1.3349505110
2024-05-24,0.7335850208,0.0066178750,0.0048194797,1.3413842779
2024-05-28,0.7358081809,0.0006981798,0.0005121742,1.3420713004
2024-05-29,0.7338806624,-0.0070017758,-0.0051519639,1.3351569975
2024-05-30,0.7232403788,-0.0066372789,-0.0048709706,1.3286534870
2024-05-31,0.7221142438,0.0091097236,0.0065885200,1.3374073470
2024-06-03,0.7263370779,0.0008180619,0.0005907341,1.3381973992
2024-06-04,0.7367913029,0.0011167203,0.0008111154,1.3392828317
2024-06-05,0.7423014364,0.0118849796,0.0087567496,1.3510105961
2024-06-06,0.7361714896,-0.0000189411,-0.0000140600,1.3509916009
2024-06-07,0.7387610751,-0.0012160427,-0.0008952159,1.3497821716
2024-06-10,0.7424607788,0.0030893230,0.0022822716,1.3528627411
2024-06-11,0.7365436105,0.0024086409,0.0017883214,1.3552820944
2024-06-12,0.7407963791,0.0082119490,0.0060484586,1.3634794620
2024-06-13,0.7441171737,0.0020147524,0.0014925213,1.3655144842
2024-06-14,0.7513932570,0.0006086245,0.0004528880,1.3661329092
2024-06-17,0.7504585147,0.0079595492,0.0059807516,1.3743034108
2024-06-18,0.7479608257,0.0025396778,0.0019059229,1.3769227271
2024-06-20,0.7402716252,-0.0027160366,-0.0020314890,1.3741255238
2024-06-21,0.7377066236,-0.0013404255,-0.0009922790,1.3727620079
2024-06-24,0.7362365800,-0.0032517431,-0.0023988324,1.3694689819
2024-06-25,0.7381821511,0.0038500955,0.0028345811,1.3733508528
2024-06-26,0.7416053618,0.0012487980,0.0009218404,1.3746168631
2024-06-27,0.7378874999,0.0015766303,0.0011692375,1.3762241167
2024-06-28,0.7337214037,-0.0039353712,-0.0029038612,1.3722277529
2024-07-01,0.7345907248,0.0020589299,0.0015106809,1.3743007512
2024-07-02,0.7443849259,0.0067286779,0.0049428244,1.3810936784
2024-07-03,0.7454271145,0.0044625455,0.0033218516,1.3856814667
2024-07-05,0.7542694409,0.0057680304,0.0042996462,1.3916394067
2024-07-08,0.7503929817,0.0011539064,0.0008703563,1.3928506289
2024-07-09,0.7502228790,0.0009726000,0.0007298322,1.3938671761
2024-07-10,0.7528117217,0.0098945346,0.0074231062,1.4042140002
2024-07-11,0.7543858047,-0.0086232477,-0.0064916819,1.3950982895
2024-07-12,0.7547226467,0.0063091826,0.0047595578,1.4017383404
2024-07-15,0.7660789417,0.0027490455,0.0020747669,1.4046466207
2024-07-16,0.7750791021,0.0059288502,0.0045419673,1.4110264797
2024-07-17,0.7687669803,-0.0140199192,-0.0108665464,1.3956934951
2024-07-18,0.7698081710,-0.0076851134,-0.0059080614,1.3874476522
2024-07-19,0.7677874349,-0.0066395605,-0.0051111879,1.3803561466
2024-07-22,0.7783973696,0.0103099987,0.0079158875,1.3912828905
2024-07-23,0.7714120076,-0.0015688473,-0.0012211866,1.3895838745
2024-07-24,0.7513108085,-0.0226637209,-0.0174830664,1.3652896872
2024-07-25,0.7494551178,-0.0052093339,-0.0039138289,1.3599461771
2024-07-26,0.7595934362,0.0112006900,0.0083944144,1.3713621289
2024-07-29,0.7539775494,0.0005877619,0.0004464601,1.3719743873
2024-07-30,0.7481851999,-0.0050680903,-0.0038212263,1.3667317627
2024-07-31,0.7684697048,0.0162539392,0.0121609567,1.3833525285
2024-08-01,0.7638148363,-0.0141594412,-0.0108811016,1.3683001291
2024-08-02,0.7479516610,-0.0186199730,-0.0142222116,1.3488398751
2024-08-05,0.7255433965,-0.0291228848,-0.0217825100,1.3194587570
2024-08-06,0.7251607123,0.0092190265,0.0066888038,1.3282843577
2024-08-07,0.7209256876,-0.0066833961,-0.0048465363,1.3218467794
2024-08-08,0.7399805106,0.0231181697,0.0166664824,1.3438773155
2024-08-09,0.7368987226,0.0044095854,0.0032630073,1.3482623969
2024-08-12,0.7379689713,0.0005246302,0.0003865993,1.3487836342
2024-08-13,0.7499162514,0.0164461978,0.0121367836,1.3651535294
2024-08-14,0.7507889111,0.0031548209,0.0023658514,1.3683832798
2024-08-15,0.7508137026,0.0171391442,0.0128678794,1.3859914708
2024-08-16,0.7512380625,0.0022431838,0.0016842131,1.3883257758
2024-08-19,0.7546828449,0.0095609085,0.0071825183,1.3982974511
2024-08-20,0.7554909805,-0.0016252947,-0.0012265820,1.3965823246
2024-08-21,0.7561501167,0.0034365627,0.0025962921,1.4002082603
2024-08-22,0.7473320506,-0.0078489346,-0.0059349728,1.3918980624
2024-08-23,0.7578175964,0.0106260764,0.0079412075,1.4029514137
2024-08-26,0.7543275925,-0.0023848091,-0.0018072503,1.4004159294
2024-08-27,0.7552674206,0.0013734632,0.0010360412,1.4018668180
2024-08-28,0.7548177430,-0.0058062927,-0.0043853037,1.3957192062
2024-08-29,0.7632399896,0.0000904056,0.0000682398,1.3958144497
2024-08-30,0.7605883125,0.0095459698,0.0072858659,1.4059841666
2024-09-03,0.7437317326,-0.0205804872,-0.0156532780,1.3839759055
2024-09-04,0.7341088861,-0.0020442457,-0.0015203704,1.3818717496
2024-09-05,0.7269587576,-0.0024332015,-0.0017862348,1.3794034021
2024-09-06,0.7148150120,-0.0168315104,-0.0122358139,1.3625252788
2024-09-09,0.7292078226,0.0111976476,0.0080042466,1.3734312672
2024-09-10,0.7313588022,0.0043544528,0.0031753011,1.3777923250
2024-09-11,0.7372216335,0.0102585893,0.0075027096,1.3881295006
2024-09-12,0.7415313726,0.0084246903,0.0062108640,1.3967509841
2024-09-13,0.7445594375,0.0052234737,0.0038733696,1.4021611169
2024-09-16,0.7498085297,0.0014746587,0.0010979710,1.4037006492
2024-09-17,0.7450908170,0.0004107181,0.0003079600,1.4041329328
2024-09-18,0.7440887939,-0.0029652790,-0.0022094021,1.4010306385
2024-09-19,0.7532122351,0.0170624039,0.0126959435,1.4188180444
2024-09-20,0.7533047835,-0.0017290638,-0.0013023520,1.4169702438
2024-09-23,0.7537575069,0.0025006818,0.0018837756,1.4196394978
2024-09-24,0.7547805124,0.0028601309,0.0021558452,1.4227000208
2024-09-25,0.7523005204,-0.0022054795,-0.0016646530,1.4203317190
2024-09-26,0.7528818852,0.0039652205,0.0029830374,1.4245686216
2024-09-27,0.7528637553,-0.0014507510,-0.0010922441,1.4230126449
2024-09-30,0.7536619870,0.0040063679,0.0030162492,1.4273048057
2024-10-01,0.7463390463,-0.0089577476,-0.0067511138,1.4176689085
